,,timestamp,duration,number_of_trees,training_rmse,training_mae,training_deviance
0,,2019-04-18 23:04:53, 0.753 sec,0.0,181.38238043116908,142.3998489274107,32899.56793087735
1,,2019-04-18 23:04:53, 0.865 sec,4.0,129.24906465481516,100.06725861171672,16705.32071414459
