,model_id,mean_residual_deviance,rmse,mse,mae,rmsle
31,GBM_grid_1_AutoML_20190426_160027_model_7,7708.364527868141,87.79729225817923,7708.364527868141,61.6562814712059,
32,GBM_grid_1_AutoML_20190426_144511_model_1,8796.07352267419,93.78738466699127,8796.07352267419,66.09053981843101,
33,GBM_grid_1_AutoML_20190426_150852_model_2,12717.231752255128,112.77070431745615,12717.231752255128,85.1321384092309,1.2596767649695186
34,GBM_grid_1_AutoML_20190426_153113_model_3,14663.538948984275,121.0931003359988,14663.538948984275,90.4151766558065,1.3001310525127223
35,GBM_grid_1_AutoML_20190426_153113_model_2,18928.679281333552,137.58153684754922,18928.679281333552,105.35122734804071,1.3753464017926975
36,GBM_grid_1_AutoML_20190426_150852_model_4,26768.995877786147,163.61233412486402,26768.995877786147,128.15990044462143,1.5001304024496032
37,GBM_grid_1_AutoML_20190426_153113_model_5,30958.93604453205,175.95151617571258,30958.93604453205,137.52450833507018,1.5454002189235436
38,GBM_grid_1_AutoML_20190426_160027_model_8,31010.177567578507,176.09706859450702,31010.177567578507,138.13295377756373,1.5490965222520396
39,GBM_grid_1_AutoML_20190426_144511_model_2,32145.966496944548,179.29296276470123,32145.966496944548,140.7607526821948,1.5619987379955638
0,GBM_grid_1_AutoML_20190426_150852_model_1,10.684622737010027,3.2687341184333163,10.684622737010027,1.4897985662656847,0.020766397037823483
1,GBM_1_AutoML_20190426_150852,11.092651372668367,3.330563221539019,11.092651372668367,2.0805400420639453,0.04191266370307785
2,GBM_2_AutoML_20190426_160027,11.238139654017468,3.3523334640243454,11.238139654017468,2.0329835778998424,0.042951863199595534
3,GBM_2_AutoML_20190426_150852,12.112414831255405,3.4802894752096987,12.112414831255405,2.063085237962007,0.034178848255764546
4,GBM_grid_1_AutoML_20190426_160027_model_2,12.566565943168044,3.5449352523238056,12.566565943168044,1.7358246219054374,0.024581538590752818
5,GBM_4_AutoML_20190426_163756,12.647527385810985,3.5563362307030233,12.647527385810985,1.977084811618542,0.029430374876053333
6,GBM_1_AutoML_20190426_153113,12.684979119288466,3.561597832334311,12.684979119288466,2.1840113960406007,0.04040984207073031
7,GBM_1_AutoML_20190426_160027,14.92828732696669,3.8637141880536,14.92828732696669,2.387612171908974,0.04711324806765032
8,GBM_3_AutoML_20190426_150852,15.140321179237466,3.891056563356213,15.140321179237466,2.294084347061378,0.041256969981245686
9,GBM_2_AutoML_20190426_153113,18.23716742245617,4.270499668944628,18.23716742245617,2.7749361955024616,
10,GBM_2_AutoML_20190426_163756,18.55348820631149,4.307376023324582,18.55348820631149,2.6475731466100165,
11,GBM_3_AutoML_20190426_163756,19.695695189231294,4.437983234446847,19.695695189231294,2.6531583725668,0.057368970814082126
12,GBM_3_AutoML_20190426_153113,23.449937611218033,4.842513563348897,23.449937611218033,2.8276510798204684,0.061825064944229235
13,GBM_4_AutoML_20190426_160027,24.02859501116089,4.90189708288137,24.02859501116089,2.8761463253088912,0.057134646242518586
14,GBM_4_AutoML_20190426_144511,25.472440782434553,5.0470229623446885,25.472440782434553,3.1471879879515496,0.06700149544169175
15,GBM_1_AutoML_20190426_163756,26.62619610948839,5.160057762224024,26.62619610948839,3.0758929931897456,0.0770293136385737
16,GBM_1_AutoML_20190426_144511,28.175282488099327,5.3080394203603385,28.175282488099327,3.2987908286501337,
17,GBM_5_AutoML_20190426_153113,28.67194415565996,5.354618955225475,28.67194415565996,2.4837275342093452,0.03733430135820073
18,GBM_5_AutoML_20190426_160027,32.531780408658015,5.70366377065286,32.531780408658015,2.8154887789361207,0.045105192238382864
19,GBM_3_AutoML_20190426_144511,32.82094017610167,5.7289562902942155,32.82094017610167,3.4340078829334044,
20,GBM_5_AutoML_20190426_144511,34.16162709465046,5.8447948719052985,34.16162709465046,3.0958084496752853,0.06381127092852687
21,GBM_3_AutoML_20190426_160027,34.27046500693318,5.854098137794853,34.27046500693318,3.5124000149681143,
22,GBM_5_AutoML_20190426_150852,37.545768711704,6.127460217064162,37.545768711704,3.1612455486696134,0.05501696961743858
23,GBM_4_AutoML_20190426_150852,44.68313611334022,6.684544570375773,44.68313611334022,3.9734808006186753,0.06843603796641788
24,GBM_grid_1_AutoML_20190426_160027_model_6,58.670652603084186,7.659677056056879,58.670652603084186,5.412499074795233,
25,GBM_5_AutoML_20190426_163756,60.05125404596951,7.7492744206131645,60.05125404596951,4.428068379344371,
26,GBM_2_AutoML_20190426_144511,60.992697557431384,7.8097821709335395,60.992697557431384,4.690645254478944,
27,GBM_4_AutoML_20190426_153113,68.80256887405628,8.294731392519969,68.80256887405628,4.885920316667728,
28,GBM_grid_1_AutoML_20190426_163756_model_1,98.36626170632154,9.917976694181203,98.36626170632154,6.896116609064007,
29,GBM_grid_1_AutoML_20190426_153113_model_1,124.4661680893774,11.156440655037672,124.4661680893774,7.428248229025334,
30,GBM_grid_1_AutoML_20190426_150852_model_3,184.71871207173092,13.591126225288725,184.71871207173092,8.478844401474108,
31,GBM_grid_1_AutoML_20190426_163756_model_3,263.8080993418042,16.24217040120575,263.8080993418042,11.594009189976875,
32,GBM_grid_1_AutoML_20190426_153113_model_4,442.641580303878,21.039048940098933,442.641580303878,10.951698561802127,
33,GBM_grid_1_AutoML_20190426_150852_model_5,524.2113359256824,22.895661945566946,524.2113359256824,14.730667391616144,
34,GBM_grid_1_AutoML_20190426_160027_model_3,556.5003090770082,23.590258775117498,556.5003090770082,15.1453996117849,
35,GBM_grid_1_AutoML_20190426_163756_model_4,989.9730676432164,31.46383745894986,989.9730676432164,22.10325925259384,0.6948475253551069
36,GBM_grid_1_AutoML_20190426_150852_model_6,1417.67086527144,37.65197027077654,1417.67086527144,29.047473133572144,0.801161823951807
37,GBM_grid_1_AutoML_20190426_160027_model_4,2608.2076663677303,51.07061450939992,2608.2076663677303,38.33358670377107,
38,GBM_grid_1_AutoML_20190426_160027_model_5,6803.470540408886,82.48315307024149,6803.470540408886,59.25001234767925,1.075241250981375
39,GBM_grid_1_AutoML_20190426_160027_model_7,7708.364527868141,87.79729225817923,7708.364527868141,61.6562814712059,
40,GBM_grid_1_AutoML_20190426_144511_model_1,8796.07352267419,93.78738466699127,8796.07352267419,66.09053981843101,
41,GBM_grid_1_AutoML_20190426_163756_model_2,12379.072116796306,111.26127860489609,12379.072116796306,84.58030394182879,1.2646023589659905
42,GBM_grid_1_AutoML_20190426_150852_model_2,12717.231752255128,112.77070431745615,12717.231752255128,85.1321384092309,1.2596767649695186
43,GBM_grid_1_AutoML_20190426_153113_model_3,14663.538948984275,121.0931003359988,14663.538948984275,90.4151766558065,1.3001310525127223
44,GBM_grid_1_AutoML_20190426_153113_model_2,18928.679281333552,137.58153684754922,18928.679281333552,105.35122734804071,1.3753464017926975
45,GBM_grid_1_AutoML_20190426_150852_model_4,26768.995877786147,163.61233412486402,26768.995877786147,128.15990044462143,1.5001304024496032
46,GBM_grid_1_AutoML_20190426_163756_model_5,27940.466003072543,167.15401880622716,27940.466003072543,130.6347338470637,1.5118590096105462
47,GBM_grid_1_AutoML_20190426_153113_model_5,30958.93604453205,175.95151617571258,30958.93604453205,137.52450833507018,1.5454002189235436
48,GBM_grid_1_AutoML_20190426_160027_model_8,31010.177567578507,176.09706859450702,31010.177567578507,138.13295377756373,1.5490965222520396
49,GBM_grid_1_AutoML_20190426_144511_model_2,32145.966496944548,179.29296276470123,32145.966496944548,140.7607526821948,1.5619987379955638
50,GBM_grid_1_AutoML_20190426_163756_model_6,32167.958555242458,179.3542822327988,32167.958555242458,140.7978824779614,1.5621356804606763
