,,timestamp,duration,number_of_trees,training_rmse,training_mae,training_deviance
0,,2019-04-18 22:30:16, 0.375 sec,0.0,181.38238043116908,142.3998489274107,32899.56793087735
1,,2019-04-18 22:30:16, 0.414 sec,1.0,167.47732806269067,131.02628146381795,28048.655415018115
