,,timestamp,duration,number_of_trees,training_rmse,training_mae,training_deviance
0,,2019-04-18 22:04:37,36.378 sec,0.0,181.38238043116908,142.3998489274107,32899.56793087735
1,,2019-04-18 22:04:37,36.501 sec,5.0,113.71795049309195,88.36820800735595,12931.772264349313
2,,2019-04-18 22:04:38,36.620 sec,10.0,78.89131465200425,59.81815104410751,6223.839527521541
3,,2019-04-18 22:04:38,36.680 sec,15.0,50.228476650922715,37.885900436964164,2522.899866672288
4,,2019-04-18 22:04:38,36.733 sec,20.0,31.120950241911775,23.304468497986335,968.5135439595487
5,,2019-04-18 22:04:38,36.785 sec,25.0,20.34082176554703,15.065357555062569,413.74903009775187
6,,2019-04-18 22:04:38,36.835 sec,30.0,14.919694916810606,10.847492580248096,222.59729641070422
7,,2019-04-18 22:04:38,36.889 sec,35.0,12.038795181931944,8.56906216336213,144.9325894325078
8,,2019-04-18 22:04:38,36.950 sec,40.0,10.047846468843632,7.053870284795363,100.95921866145343
9,,2019-04-18 22:04:38,37.003 sec,45.0,8.786460599653136,6.126993408294492,77.20188986925696
10,,2019-04-18 22:04:38,37.061 sec,50.0,8.020392523294412,5.572215748013996,64.3266962277169
11,,2019-04-18 22:04:38,37.119 sec,55.0,7.548185844473629,5.239842816354751,56.975109542712076
12,,2019-04-18 22:04:38,37.175 sec,60.0,7.092985703888075,4.915754906939064,50.31044619556061
13,,2019-04-18 22:04:38,37.232 sec,65.0,6.7607502946251685,4.681464181767624,45.707744546274306
14,,2019-04-18 22:04:38,37.301 sec,70.0,6.522816257005414,4.514834233243976,42.54713192265412
15,,2019-04-18 22:04:38,37.351 sec,75.0,6.256739455478159,4.324477944614626,39.14678861373712
16,,2019-04-18 22:04:38,37.406 sec,80.0,6.0777788229410294,4.21193093262513,36.939395420590444
17,,2019-04-18 22:04:38,37.464 sec,85.0,5.899398352318861,4.0895105048262135,34.80290091934249
18,,2019-04-18 22:04:38,37.517 sec,90.0,5.69457277173259,3.9441890552459045,32.42815905255819
19,,2019-04-18 22:04:38,37.570 sec,95.0,5.49594151272791,3.816568089953788,30.205373111325947
20,,2019-04-18 22:04:39,37.626 sec,100.0,5.362048591195314,3.721755767195141,28.75156509433965
21,,2019-04-18 22:04:39,37.682 sec,105.0,5.21208276060746,3.626840707234268,27.165806703421488
22,,2019-04-18 22:04:39,37.741 sec,110.0,5.0799263946441915,3.531607211156595,25.805652175002738
23,,2019-04-18 22:04:39,37.798 sec,115.0,4.968586106495479,3.456430905063261,24.686847897659906
24,,2019-04-18 22:04:39,37.858 sec,120.0,4.862027236114268,3.388117708929213,23.639308844716947
25,,2019-04-18 22:04:39,37.912 sec,125.0,4.750446821245826,3.3138182124041413,22.566745001484577
26,,2019-04-18 22:04:39,37.967 sec,130.0,4.646770429954006,3.2433925617964894,21.592475428694936
27,,2019-04-18 22:04:39,38.021 sec,135.0,4.5512524347409355,3.179009294813973,20.713898724735294
28,,2019-04-18 22:04:39,38.076 sec,140.0,4.4603277108237815,3.1217213173225025,19.894523287942512
29,,2019-04-18 22:04:39,38.130 sec,145.0,4.371403414533324,3.067150693143714,19.109167812593604
30,,2019-04-18 22:04:39,38.184 sec,150.0,4.300143634337031,3.0203418740653816,18.491235275929288
31,,2019-04-18 22:04:39,38.242 sec,155.0,4.207926690753123,2.9582730889829683,17.706647034752525
32,,2019-04-18 22:04:39,38.294 sec,160.0,4.14885436004133,2.9226872167164775,17.212992500833952
33,,2019-04-18 22:04:39,38.349 sec,165.0,4.065127427618359,2.866899274995482,16.525261002775053
34,,2019-04-18 22:04:39,38.409 sec,170.0,3.977357803409977,2.816243099073063,15.819375096346237
35,,2019-04-18 22:04:39,38.465 sec,175.0,3.9048676426241116,2.7663618488452366,15.247991306412786
36,,2019-04-18 22:04:39,38.519 sec,180.0,3.843401871266981,2.7240295383256736,14.771737944058529
37,,2019-04-18 22:04:39,38.577 sec,185.0,3.7891418518077993,2.690668438509869,14.35759597312144
38,,2019-04-18 22:04:40,38.648 sec,190.0,3.725325771750067,2.6459842600486563,13.878052105665233
39,,2019-04-18 22:04:40,38.720 sec,195.0,3.662808746405853,2.6075080335985863,13.416167912747218
40,,2019-04-18 22:04:40,38.780 sec,200.0,3.625914443135899,2.5839004513053974,13.147255548941516
41,,2019-04-18 22:04:40,38.831 sec,205.0,3.5781010265593536,2.552097974024733,12.8028069562651
42,,2019-04-18 22:04:40,38.883 sec,210.0,3.5241676540799207,2.5200881512587614,12.41975765406317
43,,2019-04-18 22:04:40,38.937 sec,215.0,3.48267474058147,2.4923214774014624,12.12902334868421
44,,2019-04-18 22:04:40,39.001 sec,220.0,3.4433841621572143,2.4663816624241144,11.856894488195142
45,,2019-04-18 22:04:40,39.050 sec,225.0,3.398859853515572,2.4345093080251456,11.552248303839896
46,,2019-04-18 22:04:40,39.097 sec,230.0,3.3623432291697504,2.4102373986330647,11.305351990743665
47,,2019-04-18 22:04:40,39.147 sec,235.0,3.3247848485060354,2.3849686780797956,11.054194288855301
48,,2019-04-18 22:04:40,39.199 sec,240.0,3.289951855616108,2.3594664588027845,10.823783212271874
49,,2019-04-18 22:04:40,39.249 sec,245.0,3.25406820138116,2.3337970180597734,10.588959859240017
50,,2019-04-18 22:04:40,39.298 sec,250.0,3.2168576075097506,2.3088730741064487,10.348172866993357
51,,2019-04-18 22:04:40,39.346 sec,255.0,3.1906215824215076,2.2921224804664244,10.180066082213926
52,,2019-04-18 22:04:40,39.395 sec,260.0,3.151421132685491,2.265607983613444,9.931455155536703
